asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\twoNodeExmp\configManual.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-17_18-19-36\configManual.json[MAIN]
asn=4324 	id=3   	Node	scanning on channel=26...[NODE]
asn=4425 	id=2   	Node	scanning on channel=25...[NODE]
asn=4526 	id=2   	Node	scanning on channel=20...[NODE]
asn=4526 	id=3   	Node	scanning on channel=20...[NODE]
asn=4627 	id=2   	Node	scanning on channel=25...[NODE]
asn=4678 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4678 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4728 	id=3   	Node	scanning on channel=26...[NODE]
asn=4728 	id=2   	Node	scanning on channel=15...[NODE]
asn=4829 	id=3   	Node	scanning on channel=25...[NODE]
asn=4930 	id=3   	Node	scanning on channel=20...[NODE]
asn=5031 	id=3   	Node	scanning on channel=26...[NODE]
asn=5031 	id=2   	Node	scanning on channel=20...[NODE]
asn=5132 	id=2   	Node	scanning on channel=26...[NODE]
asn=5233 	id=3   	Node	scanning on channel=25...[NODE]
asn=5233 	id=2   	Node	scanning on channel=20...[NODE]
asn=5334 	id=3   	Node	scanning on channel=26...[NODE]
asn=5334 	id=2   	Node	scanning on channel=25...[NODE]
asn=5435 	id=3   	Node	scanning on channel=15...[NODE]
asn=5536 	id=3   	Node	scanning on channel=20...[NODE]
asn=5738 	id=3   	Node	scanning on channel=25...[NODE]
asn=5738 	id=2   	Node	scanning on channel=26...[NODE]
asn=5839 	id=2   	Node	scanning on channel=25...[NODE]
asn=5940 	id=3   	Node	scanning on channel=15...[NODE]
asn=5940 	id=2   	Node	scanning on channel=15...[NODE]
asn=6001 	id=-1  	Main	60 seconds, progress 5.00%[SIMULATOR]
asn=6001 	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=6001 	id=-1  	Main	joined_routing/joined_tsch/total=1/1/3 [ROUTE]
asn=6001 	id=-1  	TSCH	Periodic process called for [Node]
asn=6001 	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=1   	TSCH	stats: {"idle_listen":5996,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":4,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=3   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6041 	id=3   	Node	scanning on channel=25...[NODE]
asn=6142 	id=2   	Node	scanning on channel=25...[NODE]
asn=6142 	id=3   	Node	scanning on channel=20...[NODE]
asn=6164 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6164 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6344 	id=3   	Node	scanning on channel=26...[NODE]
asn=6344 	id=2   	Node	scanning on channel=20...[NODE]
asn=6444 	id=3   	Node	scanning on channel=25...[NODE]
asn=6444 	id=2   	Node	scanning on channel=25...[NODE]
asn=6544 	id=3   	Node	scanning on channel=15...[NODE]
asn=6544 	id=2   	Node	scanning on channel=26...[NODE]
asn=6644 	id=3   	Node	scanning on channel=20...[NODE]
asn=6644 	id=2   	Node	scanning on channel=15...[NODE]
asn=6744 	id=3   	Node	scanning on channel=15...[NODE]
asn=6744 	id=2   	Node	scanning on channel=26...[NODE]
asn=6844 	id=3   	Node	scanning on channel=26...[NODE]
asn=6844 	id=2   	Node	scanning on channel=25...[NODE]
asn=6944 	id=3   	Node	scanning on channel=15...[NODE]
asn=7044 	id=3   	Node	scanning on channel=20...[NODE]
asn=7044 	id=2   	Node	scanning on channel=20...[NODE]
asn=7144 	id=3   	Node	scanning on channel=25...[NODE]
asn=7144 	id=2   	Node	scanning on channel=25...[NODE]
asn=7244 	id=3   	Node	scanning on channel=20...[NODE]
asn=7244 	id=2   	Node	scanning on channel=26...[NODE]
asn=7344 	id=2   	Node	scanning on channel=25...[NODE]
asn=7444 	id=3   	Node	scanning on channel=25...[NODE]
asn=7544 	id=3   	Node	scanning on channel=15...[NODE]
asn=7544 	id=2   	Node	scanning on channel=15...[NODE]
asn=7644 	id=3   	Node	scanning on channel=25...[NODE]
asn=7644 	id=2   	Node	scanning on channel=20...[NODE]
asn=7744 	id=3   	Node	scanning on channel=15...[NODE]
asn=7744 	id=2   	Node	scanning on channel=25...[NODE]
asn=7764 	id=3   	Node	add neighbor id=1 [NODE]
asn=7764 	id=3   	Node	Add_route called from ensure neighbor
asn=7764 	id=3   	TSCH	joined/associated at 77.64 on receiving an EB packet from 1[NODE]
asn=7764 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=7764 	id=3   	Node	update time source called [NODE]
asn=7764 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=7764 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7764 	id=3   	Node	Start method called from Manual Routing for 3
asn=7764 	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=7764 	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=7764 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=7764 	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=7764 	id=3   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 3
asn=7764 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7764 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7764 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7764 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7844 	id=2   	Node	scanning on channel=26...[NODE]
asn=7944 	id=2   	Node	scanning on channel=25...[NODE]
asn=8144 	id=2   	Node	scanning on channel=20...[NODE]
asn=8444 	id=2   	Node	scanning on channel=25...[NODE]
asn=8544 	id=2   	Node	scanning on channel=15...[NODE]
asn=8744 	id=2   	Node	scanning on channel=26...[NODE]
asn=8944 	id=2   	Node	scanning on channel=15...[NODE]
asn=9020 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9020 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=9020 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9044 	id=2   	Node	scanning on channel=20...[NODE]
asn=9144 	id=2   	Node	scanning on channel=26...[NODE]
asn=9244 	id=2   	Node	scanning on channel=25...[NODE]
asn=9344 	id=2   	Node	scanning on channel=15...[NODE]
asn=9444 	id=2   	Node	scanning on channel=20...[NODE]
asn=9544 	id=2   	Node	scanning on channel=25...[NODE]
asn=9644 	id=2   	Node	scanning on channel=15...[NODE]
asn=9944 	id=2   	Node	scanning on channel=26...[NODE]
asn=10044	id=2   	Node	scanning on channel=15...[NODE]
asn=10140	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10144	id=2   	Node	scanning on channel=20...[NODE]
asn=10284	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10284	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10284	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10344	id=2   	Node	scanning on channel=25...[NODE]
asn=10444	id=2   	Node	scanning on channel=15...[NODE]
asn=10544	id=2   	Node	scanning on channel=26...[NODE]
asn=10589	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10589	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=10589	id=3   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10589	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10589	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10589	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10589	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=10589	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=10589	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10644	id=2   	Node	scanning on channel=20...[NODE]
asn=10744	id=2   	Node	scanning on channel=26...[NODE]
asn=10764	id=3   	Node	send keepalive packet to=1[NODE]
asn=10764	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10764	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10764	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10764	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=10764	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: -1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=10764	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10844	id=2   	Node	scanning on channel=25...[NODE]
asn=10944	id=2   	Node	scanning on channel=26...[NODE]
asn=11044	id=2   	Node	scanning on channel=25...[NODE]
asn=11144	id=2   	Node	scanning on channel=15...[NODE]
asn=11344	id=2   	Node	scanning on channel=25...[NODE]
asn=11544	id=2   	Node	scanning on channel=20...[NODE]
asn=11593	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=11593	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=11593	id=3   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11593	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11593	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=11593	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=11593	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=11593	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 2], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=11593	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=11644	id=2   	Node	scanning on channel=25...[NODE]
asn=11676	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11744	id=2   	Node	scanning on channel=20...[NODE]
asn=11844	id=2   	Node	scanning on channel=15...[NODE]
asn=11844	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11844	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11844	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11944	id=2   	Node	scanning on channel=20...[NODE]
asn=12000	id=-1  	Main	120 seconds, progress 10.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=1   	TSCH	stats: {"idle_listen":11990,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":9,"tx_data_rx_ack":0}[NODE]
asn=12000	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12000	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=3   	TSCH	stats: {"idle_listen":2117,"channel_scan":7764,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12044	id=2   	Node	scanning on channel=26...[NODE]
asn=12144	id=2   	Node	scanning on channel=20...[NODE]
asn=12344	id=2   	Node	scanning on channel=25...[NODE]
asn=12644	id=2   	Node	scanning on channel=26...[NODE]
asn=12658	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12910	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=12910	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=12910	id=3   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12910	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12910	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=12910	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=12910	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=12910	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 3], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=12910	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=12946	id=2   	Node	scanning on channel=25...[NODE]
asn=13148	id=2   	Node	scanning on channel=20...[NODE]
asn=13228	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13228	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13228	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13249	id=2   	Node	scanning on channel=15...[NODE]
asn=13350	id=2   	Node	scanning on channel=26...[NODE]
asn=13404	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=13653	id=2   	Node	scanning on channel=20...[NODE]
asn=13674	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=13674	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=13674	id=3   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13674	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13674	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=13674	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=13674	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=13674	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 4], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=13674	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=13754	id=2   	Node	scanning on channel=26...[NODE]
asn=13855	id=2   	Node	scanning on channel=20...[NODE]
asn=13956	id=2   	Node	scanning on channel=26...[NODE]
asn=14024	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=14024	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=14024	id=3   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14024	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=14024	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=14024	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=14024	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=14024	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 5], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=14024	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=14057	id=2   	Node	scanning on channel=25...[NODE]
asn=14158	id=2   	Node	scanning on channel=20...[NODE]
asn=14193	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=14259	id=2   	Node	scanning on channel=15...[NODE]
asn=14360	id=2   	Node	scanning on channel=20...[NODE]
asn=14461	id=2   	Node	scanning on channel=25...[NODE]
asn=14562	id=2   	Node	scanning on channel=20...[NODE]
asn=14638	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14638	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=14638	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14663	id=2   	Node	scanning on channel=26...[NODE]
asn=14966	id=2   	Node	scanning on channel=25...[NODE]
asn=15009	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=15009	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=15009	id=3   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=15009	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=15009	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=15009	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=15009	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=15009	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 6], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=15009	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=15067	id=2   	Node	scanning on channel=26...[NODE]
asn=15168	id=2   	Node	scanning on channel=25...[NODE]
asn=15269	id=2   	Node	scanning on channel=26...[NODE]
asn=15370	id=2   	Node	scanning on channel=15...[NODE]
asn=15379	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=15572	id=2   	Node	scanning on channel=26...[NODE]
asn=15673	id=2   	Node	scanning on channel=20...[NODE]
asn=15774	id=2   	Node	scanning on channel=26...[NODE]
asn=15875	id=2   	Node	scanning on channel=25...[NODE]
asn=15976	id=2   	Node	scanning on channel=20...[NODE]
asn=16031	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=16077	id=2   	Node	scanning on channel=15...[NODE]
asn=16178	id=2   	Node	scanning on channel=26...[NODE]
asn=16234	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=16234	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=16234	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=16481	id=2   	Node	scanning on channel=20...[NODE]
asn=16582	id=2   	Node	scanning on channel=15...[NODE]
asn=16683	id=2   	Node	scanning on channel=26...[NODE]
asn=16727	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=16727	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=16727	id=3   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=16727	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=16727	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=16727	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=16727	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=16727	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 7], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=16727	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=16765	id=3   	Node	send keepalive packet to=1[NODE]
asn=16765	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
