asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\hierarchical_node_13\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2021-12-16_09-52-27\config.json[MAIN]
asn=5    	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=5    	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=5    	id=3   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 3
asn=5    	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5    	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5    	id=4   	Node	add neighbor id=1 [NODE]
asn=5    	id=4   	Node	Add_route called from ensure neighbor
asn=5    	id=4   	TSCH	joined/associated at 0.05 on receiving an EB packet from 1[NODE]
asn=5    	id=4   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=5    	id=4   	Node	update time source called [NODE]
asn=5    	id=4   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=5    	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5    	id=4   	Node	Start method called from Manual Routing for 4
asn=5    	id=4   	Node	Route File Read successfully [ROUTING MANUAL]
asn=5    	id=4   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=5    	id=4   	Node	Reading routes for Node 4 [ROUTING MANUAL]
asn=5    	id=4   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=5    	id=4   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 4
asn=5    	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5    	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5    	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=100  	id=6   	Node	scanning on channel=20...[NODE]
asn=100  	id=9   	Node	scanning on channel=25...[NODE]
asn=100  	id=10  	Node	scanning on channel=25...[NODE]
asn=100  	id=2   	Node	scanning on channel=26...[NODE]
asn=100  	id=11  	Node	scanning on channel=25...[NODE]
asn=100  	id=13  	Node	scanning on channel=20...[NODE]
asn=200  	id=12  	Node	scanning on channel=15...[NODE]
asn=200  	id=13  	Node	scanning on channel=26...[NODE]
asn=200  	id=7   	Node	scanning on channel=25...[NODE]
asn=200  	id=11  	Node	scanning on channel=20...[NODE]
asn=200  	id=9   	Node	scanning on channel=15...[NODE]
asn=200  	id=10  	Node	scanning on channel=26...[NODE]
asn=200  	id=6   	Node	scanning on channel=25...[NODE]
asn=301  	id=5   	Node	scanning on channel=20...[NODE]
asn=301  	id=6   	Node	scanning on channel=26...[NODE]
asn=301  	id=13  	Node	scanning on channel=20...[NODE]
asn=301  	id=12  	Node	scanning on channel=25...[NODE]
asn=301  	id=10  	Node	scanning on channel=25...[NODE]
asn=301  	id=8   	Node	scanning on channel=15...[NODE]
asn=301  	id=7   	Node	scanning on channel=26...[NODE]
asn=301  	id=9   	Node	scanning on channel=26...[NODE]
asn=301  	id=2   	Node	scanning on channel=20...[NODE]
asn=402  	id=9   	Node	scanning on channel=20...[NODE]
asn=402  	id=2   	Node	scanning on channel=26...[NODE]
asn=402  	id=6   	Node	scanning on channel=25...[NODE]
asn=402  	id=5   	Node	scanning on channel=15...[NODE]
asn=402  	id=10  	Node	scanning on channel=15...[NODE]
asn=402  	id=8   	Node	scanning on channel=20...[NODE]
asn=402  	id=11  	Node	scanning on channel=25...[NODE]
asn=503  	id=8   	Node	scanning on channel=26...[NODE]
asn=503  	id=11  	Node	scanning on channel=15...[NODE]
asn=503  	id=2   	Node	scanning on channel=15...[NODE]
asn=503  	id=9   	Node	scanning on channel=15...[NODE]
asn=503  	id=12  	Node	scanning on channel=15...[NODE]
asn=503  	id=7   	Node	scanning on channel=20...[NODE]
asn=503  	id=5   	Node	scanning on channel=20...[NODE]
asn=503  	id=13  	Node	scanning on channel=26...[NODE]
asn=503  	id=10  	Node	scanning on channel=26...[NODE]
asn=604  	id=13  	Node	scanning on channel=25...[NODE]
asn=604  	id=11  	Node	scanning on channel=20...[NODE]
asn=604  	id=8   	Node	scanning on channel=20...[NODE]
asn=604  	id=5   	Node	scanning on channel=25...[NODE]
asn=604  	id=12  	Node	scanning on channel=20...[NODE]
asn=604  	id=2   	Node	scanning on channel=26...[NODE]
asn=604  	id=9   	Node	scanning on channel=26...[NODE]
asn=604  	id=6   	Node	scanning on channel=15...[NODE]
asn=604  	id=7   	Node	scanning on channel=25...[NODE]
asn=705  	id=7   	Node	scanning on channel=20...[NODE]
asn=705  	id=10  	Node	scanning on channel=15...[NODE]
asn=705  	id=13  	Node	scanning on channel=26...[NODE]
asn=705  	id=9   	Node	scanning on channel=20...[NODE]
asn=705  	id=5   	Node	scanning on channel=26...[NODE]
asn=705  	id=11  	Node	scanning on channel=26...[NODE]
asn=705  	id=8   	Node	scanning on channel=25...[NODE]
asn=705  	id=2   	Node	scanning on channel=20...[NODE]
asn=705  	id=12  	Node	scanning on channel=26...[NODE]
asn=806  	id=2   	Node	scanning on channel=25...[NODE]
asn=806  	id=12  	Node	scanning on channel=15...[NODE]
asn=806  	id=7   	Node	scanning on channel=25...[NODE]
asn=806  	id=6   	Node	scanning on channel=20...[NODE]
asn=806  	id=10  	Node	scanning on channel=25...[NODE]
asn=806  	id=13  	Node	scanning on channel=25...[NODE]
asn=806  	id=5   	Node	scanning on channel=25...[NODE]
asn=820  	id=1   	Node	add neighbor id=3 [NODE]
asn=820  	id=1   	Node	Add_route called from ensure neighbor
asn=820  	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=820  	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=907  	id=11  	Node	scanning on channel=25...[NODE]
asn=907  	id=12  	Node	scanning on channel=20...[NODE]
asn=907  	id=2   	Node	scanning on channel=20...[NODE]
asn=907  	id=13  	Node	scanning on channel=20...[NODE]
asn=907  	id=7   	Node	scanning on channel=26...[NODE]
asn=907  	id=9   	Node	scanning on channel=25...[NODE]
asn=1008 	id=10  	Node	scanning on channel=15...[NODE]
asn=1008 	id=9   	Node	scanning on channel=26...[NODE]
asn=1008 	id=11  	Node	scanning on channel=20...[NODE]
asn=1008 	id=5   	Node	scanning on channel=15...[NODE]
asn=1008 	id=6   	Node	scanning on channel=15...[NODE]
asn=1008 	id=13  	Node	scanning on channel=26...[NODE]
asn=1008 	id=12  	Node	scanning on channel=26...[NODE]
asn=1008 	id=2   	Node	scanning on channel=25...[NODE]
asn=1008 	id=7   	Node	scanning on channel=15...[NODE]
asn=1040 	id=1   	Node	add neighbor id=4 [NODE]
asn=1040 	id=1   	Node	Add_route called from ensure neighbor
asn=1040 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1040 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1109 	id=8   	Node	scanning on channel=20...[NODE]
asn=1109 	id=7   	Node	scanning on channel=26...[NODE]
asn=1109 	id=9   	Node	scanning on channel=20...[NODE]
asn=1109 	id=10  	Node	scanning on channel=25...[NODE]
asn=1109 	id=6   	Node	scanning on channel=25...[NODE]
asn=1109 	id=11  	Node	scanning on channel=15...[NODE]
asn=1109 	id=12  	Node	scanning on channel=25...[NODE]
asn=1109 	id=13  	Node	scanning on channel=20...[NODE]
asn=1210 	id=12  	Node	scanning on channel=15...[NODE]
asn=1210 	id=13  	Node	scanning on channel=25...[NODE]
asn=1210 	id=7   	Node	scanning on channel=15...[NODE]
asn=1210 	id=5   	Node	scanning on channel=26...[NODE]
asn=1210 	id=2   	Node	scanning on channel=26...[NODE]
asn=1210 	id=9   	Node	scanning on channel=25...[NODE]
asn=1210 	id=11  	Node	scanning on channel=20...[NODE]
asn=1210 	id=6   	Node	scanning on channel=20...[NODE]
asn=1311 	id=6   	Node	scanning on channel=25...[NODE]
asn=1311 	id=13  	Node	scanning on channel=15...[NODE]
asn=1311 	id=10  	Node	scanning on channel=26...[NODE]
asn=1311 	id=5   	Node	scanning on channel=20...[NODE]
asn=1311 	id=7   	Node	scanning on channel=26...[NODE]
asn=1311 	id=8   	Node	scanning on channel=15...[NODE]
asn=1311 	id=9   	Node	scanning on channel=15...[NODE]
asn=1311 	id=2   	Node	scanning on channel=15...[NODE]
asn=1412 	id=9   	Node	scanning on channel=20...[NODE]
asn=1412 	id=2   	Node	scanning on channel=26...[NODE]
asn=1412 	id=11  	Node	scanning on channel=15...[NODE]
asn=1412 	id=8   	Node	scanning on channel=20...[NODE]
asn=1412 	id=10  	Node	scanning on channel=25...[NODE]
asn=1412 	id=7   	Node	scanning on channel=15...[NODE]
asn=1412 	id=5   	Node	scanning on channel=26...[NODE]
asn=1513 	id=5   	Node	scanning on channel=20...[NODE]
asn=1513 	id=2   	Node	scanning on channel=20...[NODE]
asn=1513 	id=12  	Node	scanning on channel=20...[NODE]
asn=1513 	id=8   	Node	scanning on channel=25...[NODE]
asn=1513 	id=6   	Node	scanning on channel=26...[NODE]
asn=1513 	id=13  	Node	scanning on channel=26...[NODE]
asn=1513 	id=10  	Node	scanning on channel=20...[NODE]
asn=1525 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1525 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1525 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1525 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1613 	id=10  	Node	scanning on channel=15...[NODE]
asn=1613 	id=5   	Node	scanning on channel=25...[NODE]
asn=1613 	id=7   	Node	scanning on channel=25...[NODE]
asn=1613 	id=13  	Node	scanning on channel=20...[NODE]
asn=1613 	id=11  	Node	scanning on channel=25...[NODE]
asn=1613 	id=12  	Node	scanning on channel=25...[NODE]
asn=1613 	id=9   	Node	scanning on channel=15...[NODE]
asn=1613 	id=6   	Node	scanning on channel=20...[NODE]
asn=1613 	id=8   	Node	scanning on channel=20...[NODE]
asn=1713 	id=8   	Node	scanning on channel=26...[NODE]
asn=1713 	id=10  	Node	scanning on channel=20...[NODE]
asn=1713 	id=9   	Node	scanning on channel=26...[NODE]
asn=1713 	id=11  	Node	scanning on channel=20...[NODE]
asn=1713 	id=5   	Node	scanning on channel=20...[NODE]
asn=1713 	id=13  	Node	scanning on channel=25...[NODE]
asn=1713 	id=2   	Node	scanning on channel=26...[NODE]
asn=1813 	id=12  	Node	scanning on channel=26...[NODE]
asn=1813 	id=6   	Node	scanning on channel=25...[NODE]
asn=1813 	id=7   	Node	scanning on channel=26...[NODE]
asn=1813 	id=11  	Node	scanning on channel=25...[NODE]
asn=1813 	id=8   	Node	scanning on channel=25...[NODE]
asn=1813 	id=9   	Node	scanning on channel=20...[NODE]
asn=1813 	id=10  	Node	scanning on channel=26...[NODE]
asn=1813 	id=13  	Node	scanning on channel=26...[NODE]
asn=1813 	id=5   	Node	scanning on channel=15...[NODE]
asn=1913 	id=5   	Node	scanning on channel=26...[NODE]
asn=1913 	id=11  	Node	scanning on channel=20...[NODE]
asn=1913 	id=7   	Node	scanning on channel=20...[NODE]
asn=1913 	id=6   	Node	scanning on channel=26...[NODE]
asn=1913 	id=9   	Node	scanning on channel=15...[NODE]
asn=1913 	id=8   	Node	scanning on channel=15...[NODE]
asn=2013 	id=9   	Node	scanning on channel=25...[NODE]
asn=2013 	id=8   	Node	scanning on channel=20...[NODE]
asn=2013 	id=13  	Node	scanning on channel=15...[NODE]
asn=2013 	id=6   	Node	scanning on channel=20...[NODE]
asn=2013 	id=11  	Node	scanning on channel=25...[NODE]
asn=2013 	id=5   	Node	scanning on channel=20...[NODE]
asn=2013 	id=10  	Node	scanning on channel=20...[NODE]
asn=2013 	id=7   	Node	scanning on channel=26...[NODE]
asn=2113 	id=12  	Node	scanning on channel=15...[NODE]
asn=2113 	id=8   	Node	scanning on channel=26...[NODE]
asn=2113 	id=6   	Node	scanning on channel=25...[NODE]
asn=2113 	id=13  	Node	scanning on channel=26...[NODE]
asn=2113 	id=10  	Node	scanning on channel=15...[NODE]
asn=2113 	id=5   	Node	scanning on channel=15...[NODE]
asn=2140 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2140 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2213 	id=5   	Node	scanning on channel=20...[NODE]
asn=2213 	id=10  	Node	scanning on channel=26...[NODE]
asn=2213 	id=7   	Node	scanning on channel=15...[NODE]
