asn=0    	id=-1  	Main	copying configuration file E:\test-projects\TSCH_experiment\my_experiment\two_node_experiment\config.json to output directory E:\test-projects\TSCH_experiment\results\2022-02-10_18-01-34\config.json[MAIN]
asn=19710	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20085	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20085	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21032	id=2   	Node	send keepalive packet to=1[NODE]
asn=21032	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=21032	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=21032	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=21032	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=21032	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=21032	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=21032	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=21046	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=21046	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=21046	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21240	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21240	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=21240	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21630	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=21630	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22440	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22440	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=22440	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23085	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23085	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24001	id=-1  	Main	240 seconds, progress 40.00%[SIMULATOR]
asn=24001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=24001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=24001	id=-1  	TSCH	Periodic process called for [Node]
asn=24001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=24001	id=1   	TSCH	stats: {"idle_listen":3179,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":4,"tx_data":17,"tx_data_rx_ack":0}[NODE]
asn=24001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=24001	id=2   	TSCH	stats: {"idle_listen":3177,"channel_scan":15,"rx_data":0,"rx_data_tx_ack":0,"tx_data":17,"tx_data_rx_ack":4}[NODE]
asn=24015	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24015	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=24015	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24450	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=24450	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25440	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25440	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25440	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25965	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25965	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27015	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27015	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27015	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27047	id=2   	Node	send keepalive packet to=1[NODE]
asn=27047	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27047	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27047	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27047	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=27047	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=27047	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=27047	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27061	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=27061	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27061	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27390	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27390	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=28290	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=28290	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=28290	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=28680	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=28680	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29700	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29700	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=29700	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30001	id=-1  	Main	300 seconds, progress 50.00%[SIMULATOR]
asn=30001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=30001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=30001	id=-1  	TSCH	Periodic process called for [Node]
asn=30001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=1   	TSCH	stats: {"idle_listen":3973,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":5,"tx_data":22,"tx_data_rx_ack":0}[NODE]
asn=30001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=2   	TSCH	stats: {"idle_listen":3972,"channel_scan":15,"rx_data":0,"rx_data_tx_ack":0,"tx_data":21,"tx_data_rx_ack":5}[NODE]
asn=30060	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30060	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31230	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31230	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31230	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31365	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31365	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32595	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=32595	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32715	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32715	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=32715	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33062	id=2   	Node	send keepalive packet to=1[NODE]
asn=33062	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=33062	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=33062	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=33062	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=33062	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=33062	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=33062	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=33076	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=33076	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33076	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33840	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33840	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34005	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34005	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=34005	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35295	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35295	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35520	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35520	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35520	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36001	id=-1  	Main	360 seconds, progress 60.00%[SIMULATOR]
asn=36001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=36001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=36001	id=-1  	TSCH	Periodic process called for [Node]
asn=36001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=1   	TSCH	stats: {"idle_listen":4768,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":6,"tx_data":26,"tx_data_rx_ack":0}[NODE]
asn=36001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=2   	TSCH	stats: {"idle_listen":4766,"channel_scan":15,"rx_data":0,"rx_data_tx_ack":0,"tx_data":26,"tx_data_rx_ack":6}[NODE]
asn=36645	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=36645	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36825	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36825	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=36825	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38010	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38010	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38205	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38205	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38205	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39077	id=2   	Node	send keepalive packet to=1[NODE]
asn=39077	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=39077	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=39077	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=39077	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=39077	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=39077	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=39077	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=39091	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=39091	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39091	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39480	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39480	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39525	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39525	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39525	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40860	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
