asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\exampleTegveer\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-05_23-53-46\config.json[MAIN]
asn=2313 	id=3   	Node	scanning on channel=25...[NODE]
asn=2313 	id=2   	Node	scanning on channel=15...[NODE]
asn=2413 	id=3   	Node	scanning on channel=15...[NODE]
asn=2413 	id=2   	Node	scanning on channel=20...[NODE]
asn=2413 	id=4   	Node	scanning on channel=25...[NODE]
asn=2513 	id=3   	Node	scanning on channel=20...[NODE]
asn=2513 	id=2   	Node	scanning on channel=25...[NODE]
asn=2513 	id=4   	Node	scanning on channel=26...[NODE]
asn=2613 	id=3   	Node	scanning on channel=15...[NODE]
asn=2613 	id=2   	Node	scanning on channel=15...[NODE]
asn=2613 	id=4   	Node	scanning on channel=15...[NODE]
asn=2713 	id=2   	Node	scanning on channel=20...[NODE]
asn=2713 	id=4   	Node	scanning on channel=25...[NODE]
asn=2748 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2748 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2813 	id=4   	Node	scanning on channel=26...[NODE]
asn=2813 	id=2   	Node	scanning on channel=26...[NODE]
asn=2813 	id=3   	Node	scanning on channel=25...[NODE]
asn=2913 	id=2   	Node	scanning on channel=20...[NODE]
asn=2913 	id=3   	Node	scanning on channel=20...[NODE]
asn=3013 	id=4   	Node	scanning on channel=25...[NODE]
asn=3013 	id=3   	Node	scanning on channel=26...[NODE]
asn=3113 	id=4   	Node	scanning on channel=26...[NODE]
asn=3113 	id=2   	Node	scanning on channel=15...[NODE]
asn=3113 	id=3   	Node	scanning on channel=25...[NODE]
asn=3213 	id=4   	Node	scanning on channel=15...[NODE]
asn=3213 	id=2   	Node	scanning on channel=20...[NODE]
asn=3213 	id=3   	Node	scanning on channel=15...[NODE]
asn=3314 	id=4   	Node	scanning on channel=26...[NODE]
asn=3314 	id=3   	Node	scanning on channel=26...[NODE]
asn=3415 	id=2   	Node	scanning on channel=25...[NODE]
asn=3415 	id=3   	Node	scanning on channel=20...[NODE]
asn=3516 	id=3   	Node	scanning on channel=15...[NODE]
asn=3617 	id=4   	Node	scanning on channel=25...[NODE]
asn=3617 	id=2   	Node	scanning on channel=20...[NODE]
asn=3617 	id=3   	Node	scanning on channel=25...[NODE]
asn=3718 	id=4   	Node	scanning on channel=20...[NODE]
asn=3718 	id=2   	Node	scanning on channel=25...[NODE]
asn=3819 	id=4   	Node	scanning on channel=26...[NODE]
asn=3920 	id=4   	Node	scanning on channel=15...[NODE]
asn=3920 	id=2   	Node	scanning on channel=15...[NODE]
asn=3920 	id=3   	Node	scanning on channel=15...[NODE]
asn=4021 	id=4   	Node	scanning on channel=25...[NODE]
asn=4021 	id=2   	Node	scanning on channel=25...[NODE]
asn=4021 	id=3   	Node	scanning on channel=20...[NODE]
asn=4122 	id=4   	Node	scanning on channel=20...[NODE]
asn=4122 	id=2   	Node	scanning on channel=20...[NODE]
asn=4122 	id=3   	Node	scanning on channel=25...[NODE]
asn=4223 	id=4   	Node	scanning on channel=26...[NODE]
asn=4300 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4300 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4324 	id=3   	Node	scanning on channel=15...[NODE]
asn=4324 	id=2   	Node	scanning on channel=26...[NODE]
asn=4324 	id=4   	Node	scanning on channel=20...[NODE]
asn=4425 	id=2   	Node	scanning on channel=15...[NODE]
asn=4425 	id=4   	Node	scanning on channel=26...[NODE]
asn=4526 	id=3   	Node	scanning on channel=26...[NODE]
asn=4526 	id=2   	Node	scanning on channel=25...[NODE]
asn=4526 	id=4   	Node	scanning on channel=15...[NODE]
asn=4627 	id=3   	Node	scanning on channel=25...[NODE]
asn=4627 	id=2   	Node	scanning on channel=20...[NODE]
asn=4627 	id=4   	Node	scanning on channel=20...[NODE]
asn=4728 	id=2   	Node	scanning on channel=25...[NODE]
asn=4829 	id=3   	Node	scanning on channel=26...[NODE]
asn=4829 	id=2   	Node	scanning on channel=20...[NODE]
asn=4829 	id=4   	Node	scanning on channel=25...[NODE]
asn=4930 	id=3   	Node	scanning on channel=25...[NODE]
asn=4930 	id=2   	Node	scanning on channel=25...[NODE]
asn=4930 	id=4   	Node	scanning on channel=15...[NODE]
asn=5031 	id=3   	Node	scanning on channel=15...[NODE]
asn=5031 	id=4   	Node	scanning on channel=20...[NODE]
asn=5132 	id=4   	Node	scanning on channel=15...[NODE]
asn=5233 	id=3   	Node	scanning on channel=20...[NODE]
asn=5233 	id=2   	Node	scanning on channel=26...[NODE]
asn=5233 	id=4   	Node	scanning on channel=26...[NODE]
asn=5334 	id=3   	Node	scanning on channel=25...[NODE]
asn=5334 	id=2   	Node	scanning on channel=25...[NODE]
asn=5334 	id=4   	Node	scanning on channel=20...[NODE]
asn=5435 	id=3   	Node	scanning on channel=20...[NODE]
asn=5435 	id=2   	Node	scanning on channel=20...[NODE]
asn=5435 	id=4   	Node	scanning on channel=25...[NODE]
asn=5536 	id=3   	Node	scanning on channel=15...[NODE]
asn=5536 	id=2   	Node	scanning on channel=15...[NODE]
asn=5536 	id=4   	Node	scanning on channel=26...[NODE]
asn=5632 	id=2   	Node	add neighbor id=1 [NODE]
asn=5632 	id=2   	Node	Add_route called from ensure neighbor
asn=5632 	id=2   	TSCH	joined/associated at 56.32 on receiving an EB packet from 1[NODE]
asn=5632 	id=2   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=5632 	id=2   	Node	update time source called [NODE]
asn=5632 	id=2   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=5632 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5632 	id=2   	Node	Start method called from Manual Routing for 2
asn=5632 	id=2   	Node	Route File Read successfully [ROUTING MANUAL]
asn=5632 	id=2   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=5632 	id=2   	Node	Reading routes for Node 2 [ROUTING MANUAL]
asn=5632 	id=2   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=5632 	id=2   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 2
asn=5632 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5632 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5632 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5632 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5637 	id=4   	Node	scanning on channel=20...[NODE]
asn=5637 	id=3   	Node	scanning on channel=26...[NODE]
asn=5738 	id=4   	Node	scanning on channel=25...[NODE]
asn=5738 	id=3   	Node	scanning on channel=15...[NODE]
asn=5839 	id=4   	Node	scanning on channel=20...[NODE]
asn=5839 	id=3   	Node	scanning on channel=25...[NODE]
asn=5924 	id=1   	Node	add neighbor id=2 [NODE]
asn=5924 	id=1   	Node	Add_route called from ensure neighbor
asn=5924 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5924 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5940 	id=4   	Node	scanning on channel=15...[NODE]
asn=5940 	id=3   	Node	scanning on channel=20...[NODE]
asn=6001 	id=-1  	Main	60 seconds, progress 5.00%[SIMULATOR]
asn=6001 	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=6001 	id=-1  	Main	joined_routing/joined_tsch/total=2/2/4 [ROUTE]
asn=6001 	id=-1  	TSCH	Periodic process called for [Node]
asn=6001 	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=1   	TSCH	stats: {"idle_listen":2995,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":5,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=2   	TSCH	stats: {"idle_listen":275,"channel_scan":5632,"rx_data":0,"rx_data_tx_ack":0,"tx_data":1,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=3   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=4   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=4   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6041 	id=4   	Node	scanning on channel=20...[NODE]
asn=6142 	id=3   	Node	scanning on channel=25...[NODE]
asn=6243 	id=4   	Node	scanning on channel=26...[NODE]
asn=6243 	id=3   	Node	scanning on channel=15...[NODE]
asn=6344 	id=3   	Node	scanning on channel=20...[NODE]
asn=6444 	id=3   	Node	scanning on channel=25...[NODE]
asn=6544 	id=3   	Node	scanning on channel=26...[NODE]
asn=6644 	id=3   	Node	scanning on channel=25...[NODE]
asn=6744 	id=4   	Node	scanning on channel=15...[NODE]
asn=6744 	id=3   	Node	scanning on channel=15...[NODE]
asn=6844 	id=4   	Node	scanning on channel=25...[NODE]
asn=6844 	id=3   	Node	scanning on channel=25...[NODE]
asn=6944 	id=4   	Node	scanning on channel=20...[NODE]
asn=7144 	id=4   	Node	scanning on channel=15...[NODE]
asn=7144 	id=3   	Node	scanning on channel=20...[NODE]
asn=7188 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7188 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7212 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7212 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7212 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7244 	id=3   	Node	scanning on channel=25...[NODE]
asn=7244 	id=4   	Node	scanning on channel=25...[NODE]
asn=7344 	id=3   	Node	scanning on channel=26...[NODE]
asn=7344 	id=4   	Node	scanning on channel=26...[NODE]
asn=7444 	id=4   	Node	scanning on channel=25...[NODE]
asn=7644 	id=3   	Node	scanning on channel=25...[NODE]
asn=7644 	id=4   	Node	scanning on channel=20...[NODE]
asn=7744 	id=3   	Node	scanning on channel=26...[NODE]
asn=7744 	id=4   	Node	scanning on channel=26...[NODE]
asn=7844 	id=3   	Node	scanning on channel=15...[NODE]
asn=7944 	id=3   	Node	scanning on channel=26...[NODE]
asn=8044 	id=4   	Node	scanning on channel=20...[NODE]
asn=8244 	id=4   	Node	scanning on channel=15...[NODE]
asn=8344 	id=3   	Node	scanning on channel=15...[NODE]
asn=8344 	id=4   	Node	scanning on channel=25...[NODE]
asn=8444 	id=3   	Node	scanning on channel=20...[NODE]
asn=8444 	id=4   	Node	scanning on channel=15...[NODE]
asn=8544 	id=4   	Node	scanning on channel=25...[NODE]
asn=8632 	id=2   	Node	send keepalive packet to=1[NODE]
asn=8632 	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=8632 	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=8632 	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=8632 	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=8632 	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=8634 	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=8634 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8634 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8644 	id=3   	Node	scanning on channel=15...[NODE]
asn=8644 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8644 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8644 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8744 	id=4   	Node	scanning on channel=26...[NODE]
asn=8760 	id=3   	Node	add neighbor id=2 [NODE]
asn=8760 	id=3   	Node	Add_route called from ensure neighbor
asn=8760 	id=3   	TSCH	joined/associated at 87.6 on receiving an EB packet from 2[NODE]
asn=8760 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=8760 	id=3   	Node	update time source called [NODE]
asn=8760 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=8760 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8760 	id=3   	Node	Start method called from Manual Routing for 3
asn=8760 	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=8760 	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=8760 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=8760 	id=3   	Node	Destination = 1, Nexthop = 2 [ROUTING MANUAL]
asn=8760 	id=3   	Node	Route added to destination node id: 1 through next hop node id: 2 in the routing table of node: 3
asn=8760 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=8760 	id=3   	Node	Destination = 2, Nexthop = 2 [ROUTING MANUAL]
asn=8760 	id=3   	Node	Route added to destination node id: 2 through next hop node id: 2 in the routing table of node: 3
asn=8760 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8760 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8760 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8800 	id=2   	Node	add neighbor id=3 [NODE]
asn=8800 	id=2   	Node	Add_route called from ensure neighbor
asn=8800 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8800 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9144 	id=4   	Node	scanning on channel=20...[NODE]
asn=9244 	id=4   	Node	scanning on channel=15...[NODE]
asn=9344 	id=4   	Node	scanning on channel=26...[NODE]
asn=9444 	id=4   	Node	scanning on channel=20...[NODE]
asn=9544 	id=4   	Node	scanning on channel=26...[NODE]
asn=9644 	id=4   	Node	scanning on channel=25...[NODE]
asn=9744 	id=4   	Node	scanning on channel=20...[NODE]
asn=9844 	id=4   	Node	scanning on channel=25...[NODE]
asn=9944 	id=4   	Node	scanning on channel=20...[NODE]
asn=9968 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=9968 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10032	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10032	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10044	id=4   	Node	scanning on channel=26...[NODE]
asn=10128	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10128	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10128	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10144	id=4   	Node	scanning on channel=25...[NODE]
asn=10218	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10218	id=3   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=10218	id=3   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10218	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10218	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10218	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10218	id=3   	TSCH	schedule packet [src: 3, dest: 2, seqnum: 1], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=10218	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10219	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=10219	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10219	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=10219	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10219	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10219	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10219	id=2   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=10219	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10219	id=3   	Node	tx done from=3 source=3 to=2 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=10219	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10219	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10222	id=1   	App	rx app packet seqnum=1 from=3 at cell [ts: 2, co: 2][NODE]
asn=10222	id=2   	Node	tx done from=2 source=3 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=10222	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10222	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10244	id=4   	Node	scanning on channel=26...[NODE]
asn=10250	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10344	id=4   	Node	scanning on channel=15...[NODE]
asn=10444	id=4   	Node	scanning on channel=20...[NODE]
asn=10589	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10589	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=10589	id=2   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10589	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10589	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10589	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10589	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=10589	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10590	id=1   	App	rx app packet seqnum=1 from=2 at cell [ts: 2, co: 2][NODE]
asn=10590	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 2 channel offset: 2 acked=false[NODE]
asn=10598	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=2 seqnum=1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=10598	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10598	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10644	id=4   	Node	scanning on channel=25...[NODE]
asn=10744	id=4   	Node	scanning on channel=15...[NODE]
asn=10944	id=4   	Node	scanning on channel=26...[NODE]
