asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\threeLineExmp\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-05_19-01-35\config.json[MAIN]
asn=8844 	id=3   	Node	scanning on channel=25...[NODE]
asn=8944 	id=3   	Node	scanning on channel=15...[NODE]
asn=8946 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8946 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8946 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9144 	id=3   	Node	scanning on channel=26...[NODE]
asn=9244 	id=3   	Node	scanning on channel=15...[NODE]
asn=9344 	id=3   	Node	scanning on channel=20...[NODE]
asn=9744 	id=3   	Node	scanning on channel=25...[NODE]
asn=9844 	id=3   	Node	scanning on channel=26...[NODE]
asn=9944 	id=3   	Node	scanning on channel=15...[NODE]
asn=10044	id=3   	Node	scanning on channel=26...[NODE]
asn=10112	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10112	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10140	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10140	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=10140	id=2   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10140	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10140	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10140	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10140	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=10140	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10344	id=3   	Node	scanning on channel=25...[NODE]
asn=10444	id=3   	Node	scanning on channel=15...[NODE]
asn=10484	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10484	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10544	id=3   	Node	scanning on channel=25...[NODE]
asn=10589	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10608	id=2   	Node	send keepalive packet to=1[NODE]
asn=10608	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10608	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10608	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10608	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=10608	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10644	id=3   	Node	scanning on channel=20...[NODE]
asn=10744	id=3   	Node	scanning on channel=25...[NODE]
asn=10844	id=3   	Node	scanning on channel=15...[NODE]
asn=10944	id=3   	Node	scanning on channel=20...[NODE]
asn=11044	id=3   	Node	scanning on channel=26...[NODE]
asn=11144	id=3   	Node	scanning on channel=20...[NODE]
asn=11244	id=3   	Node	scanning on channel=26...[NODE]
asn=11344	id=3   	Node	scanning on channel=20...[NODE]
asn=11544	id=3   	Node	scanning on channel=25...[NODE]
asn=11712	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11712	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11764	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11764	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11844	id=3   	Node	scanning on channel=26...[NODE]
asn=11867	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11930	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=11930	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=11930	id=2   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11930	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11930	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=11930	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=11930	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 2], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=11930	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=-1  	Main	120 seconds, progress 20.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=1   	TSCH	stats: {"idle_listen":5990,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":9,"tx_data_rx_ack":0}[NODE]
asn=12000	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=2   	TSCH	stats: {"idle_listen":2192,"channel_scan":7608,"rx_data":0,"rx_data_tx_ack":0,"tx_data":3,"tx_data_rx_ack":0}[NODE]
asn=12000	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=3   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12050	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12344	id=3   	Node	scanning on channel=20...[NODE]
asn=12444	id=3   	Node	scanning on channel=26...[NODE]
asn=12544	id=3   	Node	scanning on channel=20...[NODE]
asn=12642	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=12642	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=12642	id=2   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12642	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12642	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=12642	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=12642	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 3], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=12642	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=12644	id=3   	Node	scanning on channel=26...[NODE]
asn=12744	id=3   	Node	scanning on channel=15...[NODE]
asn=12946	id=3   	Node	scanning on channel=25...[NODE]
asn=13030	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=13030	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=13030	id=2   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13030	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13030	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=13030	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=13030	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 4], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=13030	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=13047	id=3   	Node	scanning on channel=20...[NODE]
asn=13096	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13096	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13148	id=3   	Node	scanning on channel=26...[NODE]
asn=13234	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13234	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13234	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13249	id=3   	Node	scanning on channel=15...[NODE]
asn=13350	id=3   	Node	scanning on channel=25...[NODE]
asn=13451	id=3   	Node	scanning on channel=26...[NODE]
asn=13552	id=3   	Node	scanning on channel=25...[NODE]
asn=13653	id=3   	Node	scanning on channel=26...[NODE]
asn=13754	id=3   	Node	scanning on channel=15...[NODE]
asn=13897	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=13956	id=3   	Node	scanning on channel=26...[NODE]
asn=14057	id=3   	Node	scanning on channel=25...[NODE]
asn=14158	id=3   	Node	scanning on channel=20...[NODE]
asn=14259	id=3   	Node	scanning on channel=26...[NODE]
asn=14360	id=3   	Node	scanning on channel=15...[NODE]
asn=14488	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=14488	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14580	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=14580	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=14580	id=2   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14580	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=14580	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=14580	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=14580	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 5], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=14580	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=14663	id=3   	Node	scanning on channel=26...[NODE]
asn=14690	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14690	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=14690	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14764	id=3   	Node	scanning on channel=25...[NODE]
asn=14865	id=3   	Node	scanning on channel=20...[NODE]
asn=14950	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=14966	id=3   	Node	scanning on channel=25...[NODE]
asn=15168	id=3   	Node	scanning on channel=15...[NODE]
asn=15269	id=3   	Node	scanning on channel=20...[NODE]
asn=15471	id=3   	Node	scanning on channel=26...[NODE]
asn=15673	id=3   	Node	scanning on channel=25...[NODE]
asn=15701	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=15701	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=15701	id=2   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=15701	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=15701	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=15701	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=15701	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 6], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=15701	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=15774	id=3   	Node	scanning on channel=20...[NODE]
asn=15825	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=15875	id=3   	Node	scanning on channel=26...[NODE]
asn=15910	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=15910	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=15976	id=3   	Node	scanning on channel=20...[NODE]
asn=16060	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=16060	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=16060	id=2   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=16060	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=16060	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=16060	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=16060	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 7], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=16060	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=16077	id=3   	Node	scanning on channel=26...[NODE]
asn=16178	id=3   	Node	scanning on channel=25...[NODE]
asn=16260	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=16260	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=16260	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=16380	id=3   	Node	scanning on channel=26...[NODE]
asn=16481	id=3   	Node	scanning on channel=15...[NODE]
asn=16582	id=3   	Node	scanning on channel=20...[NODE]
